DENOM_CIA,CNPJ_CIA,ANO,ROA,LC,CTPT,ME,ML,setor_economico,ano_fator
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2020,,1.7453905397050893,2.370835278909256,0.22270934275088639,,Bens Industriais,9
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2021,,1.6600043799187056,2.2734772836927513,0.14645004663008612,,Bens Industriais,10
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2022,,2.007177984063394,2.3712248767816737,0.1349450975514994,,Bens Industriais,11
RAÍZEN S.A.,33.453.598/0001-23,2012,,,,,,"Petróleo, Gás e Biocombustíveis",1
RAÍZEN S.A.,33.453.598/0001-23,2013,,,,,,"Petróleo, Gás e Biocombustíveis",2
RAÍZEN S.A.,33.453.598/0001-23,2014,,,,,,"Petróleo, Gás e Biocombustíveis",3
RAÍZEN S.A.,33.453.598/0001-23,2015,,,,,,"Petróleo, Gás e Biocombustíveis",4
RAÍZEN S.A.,33.453.598/0001-23,2016,,,,,,"Petróleo, Gás e Biocombustíveis",5
RAÍZEN S.A.,33.453.598/0001-23,2017,,,,,,"Petróleo, Gás e Biocombustíveis",6
RAÍZEN S.A.,33.453.598/0001-23,2018,,,,,,"Petróleo, Gás e Biocombustíveis",7
RAÍZEN S.A.,33.453.598/0001-23,2019,,,,,,"Petróleo, Gás e Biocombustíveis",8
RAÍZEN S.A.,33.453.598/0001-23,2020,,1.1180379308638089,6.025180604369174,0.04574725008451208,,"Petróleo, Gás e Biocombustíveis",9
RAÍZEN S.A.,33.453.598/0001-23,2021,,1.118307494286576,4.595906800940205,0.03200052617386747,,"Petróleo, Gás e Biocombustíveis",10
RAÍZEN S.A.,33.453.598/0001-23,2022,,1.164050452593253,3.508053315104227,0.06556093093886808,,"Petróleo, Gás e Biocombustíveis",11
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2012,,1.8074528961730925,1.7012780954552011,0.4877766151557865,,Utilidade Pública,1
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2013,,0.3197932711003165,2.669977013791725,0.6992049059559048,,Utilidade Pública,2
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2014,,1.339330774511036,1.2083804018184274,0.40259255712903685,,Utilidade Pública,3
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2015,,0.3678208370574333,1.2921056076373827,1.3632115755313179,,Utilidade Pública,4
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2016,,0.04059277522699357,2.0175608688493236,-1.358873363041953,,Utilidade Pública,5
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2017,,0.08197786783754518,2.7564849296237024,-1.0572335028838111,,Utilidade Pública,6
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2018,,0.7915322740438859,-35.36291492894403,-0.7364478476179742,,Utilidade Pública,7
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2019,,0.00723675649311726,-3.0258185395266217,-5.565016804155209,,Utilidade Pública,8
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2020,,1.3758961599254107,-3.073722708793585,0.14102727775650029,,Utilidade Pública,9
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2021,183.37018225276367,1.0128381650673515,-4.48028901910517,3.3665948919114825,4.237365368682684,Utilidade Pública,10
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2022,4645.346404447367,0.34161248869361077,2.089502086804938,5.117004113312307,91.2755461592671,Utilidade Pública,11
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2012,,,,,,Consumo Cíclico,1
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2013,,,,,,Consumo Cíclico,2
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2014,-0.24488367068424668,1.2917747455988213,0.8747615438817469,0.22758538729060476,-0.0012980107412780752,Consumo Cíclico,3
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2015,-0.7545048351144684,1.103976915311242,0.8234522929089566,0.20962142363824646,-0.004969203291177305,Consumo Cíclico,4
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2016,-2.2727398420415943,0.8034739749326114,0.8914514209164083,0.2029713215772555,-0.015091063682271439,Consumo Cíclico,5
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2017,16.055326758012622,0.9179084292318285,0.7195227568664264,0.076635280713321,0.10255977560964429,Consumo Cíclico,6
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2018,3.579757139931022,0.8347260097815347,0.666055969949768,0.28180075473517957,0.024223817273520548,Consumo Cíclico,7
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2019,,,,,,Consumo Cíclico,8
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2020,,,,,,Consumo Cíclico,9
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2021,,,,,,Consumo Cíclico,10
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2022,,,,,,Consumo Cíclico,11
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2012,2.5255180400133406,2.4088394590789575,1.2446056320073347,0.1640611697066218,0.015677618344580882,Consumo Cíclico,1
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2013,3.5911361439785865,2.566562264414894,1.2482965507824348,0.217505547121336,0.02082282795589033,Consumo Cíclico,2
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2014,,2.422062082906047,1.151761387714461,0.12117383700594614,,Consumo Cíclico,3
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2015,0.2134405402109848,2.443536731377747,1.0011333984118342,0.02365935976545188,0.0011272387292704112,Consumo Cíclico,4
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2016,-1.3300401127135268,2.511906883645686,1.0925620930633462,-0.15839775741999668,-0.006686853405101823,Consumo Cíclico,5
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2017,-1.4490314342779804,1.5751755192444314,0.7846779615126048,-0.25940320659958926,-0.007089420212139938,Consumo Cíclico,6
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2018,-0.3691373985735864,2.11160095785695,0.9026525499638354,-0.15503871723820686,-0.0018335371985640592,Consumo Cíclico,7
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2019,0.010270850827321933,3.1393668814135522,1.3196977496395863,0.04055127467413875,7.161725190144373e-05,Consumo Cíclico,8
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2020,0.03125522487273728,1.9730608299568337,1.5258189015655377,0.05290357204867962,0.0002153801993736931,Consumo Cíclico,9
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2021,0.10075458667879124,2.0285399251243654,2.0352878124000977,0.05292564427545416,0.0006170265165974621,Consumo Cíclico,10
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2022,0.18439008301626983,1.581965282596103,2.3450993499677857,0.08078358125053403,0.001090156732392118,Consumo Cíclico,11
ROMI S.A.,56.720.428/0001-63,2012,,,,,,Bens Industriais,1
ROMI S.A.,56.720.428/0001-63,2013,,,,,,Bens Industriais,2
ROMI S.A.,56.720.428/0001-63,2014,,,,,,Bens Industriais,3
ROMI S.A.,56.720.428/0001-63,2015,,,,,,Bens Industriais,4
ROMI S.A.,56.720.428/0001-63,2016,,,,,,Bens Industriais,5
ROMI S.A.,56.720.428/0001-63,2017,,,,,,Bens Industriais,6
ROMI S.A.,56.720.428/0001-63,2018,,1.9224070439308398,0.7805069645629391,0.10670888357441267,,Bens Industriais,7
ROMI S.A.,56.720.428/0001-63,2019,,1.9224234944832068,0.801651640175943,0.18032647686628192,,Bens Industriais,8
ROMI S.A.,56.720.428/0001-63,2020,0.5987052470835056,1.821222186056261,1.1442945110633158,0.14768021373888918,0.0017307007655437557,Bens Industriais,9
ROMI S.A.,56.720.428/0001-63,2021,0.6503153829557342,2.020786145346809,1.0254911856541353,0.18353753779366663,0.0022831436553410857,Bens Industriais,10
ROMI S.A.,56.720.428/0001-63,2022,0.21535443990744507,2.323226511130774,1.0494222191386144,0.20215009464285041,0.0011297963211917002,Bens Industriais,11
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2012,,2.1606092841214064,2.5820547475492925,0.01567493851737354,,Consumo Cíclico,1
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2013,,1.4021769056026074,2.0805685723211496,0.10049841052522998,,Consumo Cíclico,2
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2014,,1.0168406307392694,2.687230048936647,-0.2128313382282824,,Consumo Cíclico,3
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2015,,0.7014893647312949,3.146287619355373,-0.2585844531746349,,Consumo Cíclico,4
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2016,,0.7478932647359169,5.5669686126162965,-0.5432823669800484,,Consumo Cíclico,5
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2017,,0.7279336758906707,9.380064604197921,-1.2821690161581214,,Consumo Cíclico,6
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2018,,,,,,Consumo Cíclico,7
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2019,,,,,,Consumo Cíclico,8
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2020,,,,,,Consumo Cíclico,9
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2021,,,,,,Consumo Cíclico,10
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2022,,,,,,Consumo Cíclico,11
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2012,,,,,,Consumo Cíclico,1
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2013,,,,,,Consumo Cíclico,2
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2014,,,,,,Consumo Cíclico,3
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2015,,,,,,Consumo Cíclico,4
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2016,,,,,,Consumo Cíclico,5
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2017,,,,,,Consumo Cíclico,6
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2018,,1.2599938465374707,-11.36344365677574,-2.873698932250343,,Consumo Cíclico,7
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2019,,0.48604300395550865,-4.600610969732297,-4.740676767178273,,Consumo Cíclico,8
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2020,,0.33330542852089895,-3.947850456489079,-4.925799971113066,,Consumo Cíclico,9
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2021,,0.2729440114379533,-2.7480001821465976,-4.506934159149051,,Consumo Cíclico,10
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2022,,0.26092010432148965,-1.6077749099428669,9.665107076972435,,Consumo Cíclico,11
RUMO S.A.,02.387.241/0001-60,2012,,1.4809149016844143,3.127847298512635,0.47288808035021235,,Bens Industriais,1
RUMO S.A.,02.387.241/0001-60,2013,,1.5271498826366798,3.1062607173342176,0.47770131810999317,,Bens Industriais,2
RUMO S.A.,02.387.241/0001-60,2014,,0.29327951910922484,6.307965939319531,0.2689816552398326,,Bens Industriais,3
RUMO S.A.,02.387.241/0001-60,2015,,0.3994520954123375,5.722304118734972,0.25011449049560164,,Bens Industriais,4
RUMO S.A.,02.387.241/0001-60,2016,,0.6780197810889678,3.0581760887158658,0.36622265906844914,,Bens Industriais,5
RUMO S.A.,02.387.241/0001-60,2017,,1.2547394191483383,2.2707656613396967,0.4636502162923838,,Bens Industriais,6
RUMO S.A.,02.387.241/0001-60,2018,,1.6471755754820043,2.2712894847662155,0.4923432816962838,,Bens Industriais,7
RUMO S.A.,02.387.241/0001-60,2019,,1.6296997878205575,2.811419795973828,0.5402813833269374,,Bens Industriais,8
RUMO S.A.,02.387.241/0001-60,2020,,2.338217508940708,2.001267624574187,0.5259724907226493,,Bens Industriais,9
RUMO S.A.,02.387.241/0001-60,2021,,2.7879455761235326,2.2076673380802143,0.45034714082632044,,Bens Industriais,10
RUMO S.A.,02.387.241/0001-60,2022,,1.7142659567719154,1.9818561430717467,0.5083689410200144,,Bens Industriais,11
SAFIRA HOLDING S.A.,13.522.948/0001-59,2012,,,,,,Utilidade Pública,1
SAFIRA HOLDING S.A.,13.522.948/0001-59,2013,,,,,,Utilidade Pública,2
SAFIRA HOLDING S.A.,13.522.948/0001-59,2014,,,,,,Utilidade Pública,3
SAFIRA HOLDING S.A.,13.522.948/0001-59,2015,,,,,,Utilidade Pública,4
SAFIRA HOLDING S.A.,13.522.948/0001-59,2016,,,,,,Utilidade Pública,5
SAFIRA HOLDING S.A.,13.522.948/0001-59,2017,,,,,,Utilidade Pública,6
SAFIRA HOLDING S.A.,13.522.948/0001-59,2018,,,,,,Utilidade Pública,7
SAFIRA HOLDING S.A.,13.522.948/0001-59,2019,,,,,,Utilidade Pública,8
SAFIRA HOLDING S.A.,13.522.948/0001-59,2020,,,,,,Utilidade Pública,9
SAFIRA HOLDING S.A.,13.522.948/0001-59,2021,,1.2427491140999305,3.2126057155491683,0.026318844292513438,,Utilidade Pública,10
SAFIRA HOLDING S.A.,13.522.948/0001-59,2022,,1.1266729535622189,5.491460551642801,0.054845949137675556,,Utilidade Pública,11
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2012,,0.8678080872645262,0.5976334300289065,0.42663951888732254,,Bens Industriais,1
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2013,,0.8483229107447413,0.5239483718228775,0.38334371555896307,,Bens Industriais,2
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2014,,1.1746485141773422,0.512863841092781,0.29187031971660465,,Bens Industriais,3
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2015,,1.4729867562448067,0.4343555866965886,0.152035631325701,,Bens Industriais,4
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2016,,1.1198147607678215,0.3633283230103403,0.10477028561289341,,Bens Industriais,5
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2017,,1.1784463393188385,1.0774334620760133,0.19971069786858112,,Bens Industriais,6
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2018,,1.3675160320072641,1.1312903252264699,0.2056776069841511,,Bens Industriais,7
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2019,,2.537142784414879,1.3633243220860347,0.22788028714962255,,Bens Industriais,8
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2020,,4.180750777702051,1.0166144544418536,0.2279501227996381,,Bens Industriais,9
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2021,,2.3706384037241697,1.1727579383585067,0.36759831811287624,,Bens Industriais,10
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2022,,1.4051901079334086,1.0778409495418522,0.41926069485014555,,Bens Industriais,11
SAO MARTINHO S.A.,51.466.860/0001-56,2012,,1.2819216279793488,1.3644090566499958,0.4248121785821403,,Consumo não Cíclico,1
SAO MARTINHO S.A.,51.466.860/0001-56,2013,,1.5542920659210238,1.6816454403634742,0.3985024037947254,,Consumo não Cíclico,2
SAO MARTINHO S.A.,51.466.860/0001-56,2014,,1.2430753490784905,1.427029141328894,0.3585655370270755,,Consumo não Cíclico,3
SAO MARTINHO S.A.,51.466.860/0001-56,2015,,1.23220568888338,1.7403253334658468,0.4855039863385183,,Consumo não Cíclico,4
SAO MARTINHO S.A.,51.466.860/0001-56,2016,,1.333302375582718,1.7886114640542372,0.4605683426475053,,Consumo não Cíclico,5
SAO MARTINHO S.A.,51.466.860/0001-56,2017,,1.2479931698639353,1.5539423269043169,0.49846465957902586,,Consumo não Cíclico,6
SAO MARTINHO S.A.,51.466.860/0001-56,2018,,2.200997379626597,1.7706186593308053,0.49342579387024477,,Consumo não Cíclico,7
SAO MARTINHO S.A.,51.466.860/0001-56,2019,,2.5863008034731028,1.874872678051672,0.5162071824404633,,Consumo não Cíclico,8
SAO MARTINHO S.A.,51.466.860/0001-56,2020,,2.007601606703235,2.619569387655094,0.6594050667865051,,Consumo não Cíclico,9
SAO MARTINHO S.A.,51.466.860/0001-56,2021,,1.7406901599882274,2.114907506141215,0.682264197926033,,Consumo não Cíclico,10
SAO MARTINHO S.A.,51.466.860/0001-56,2022,,2.553288077772746,2.263963485430367,0.7061187390875414,,Consumo não Cíclico,11
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2012,,,,,,Consumo não Cíclico,1
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2013,,,,,,Consumo não Cíclico,2
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2014,,,,,,Consumo não Cíclico,3
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2015,,,,,,Consumo não Cíclico,4
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2016,,,,,,Consumo não Cíclico,5
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2017,,,,,,Consumo não Cíclico,6
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2018,,,,,,Consumo não Cíclico,7
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2019,77.52839477458619,0.8816941852117731,2.7011648283682095,0.07316750463085472,1.3847050186412648,Consumo não Cíclico,8
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2020,89.08186142159995,0.957124842370744,12.34822695035461,0.07227478289820492,1.5989313055541283,Consumo não Cíclico,9
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2021,,,,,,Consumo não Cíclico,10
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2022,,,,,,Consumo não Cíclico,11
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2012,,,,,,Bens Industriais,1
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2013,,,,,,Bens Industriais,2
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2014,,,,,,Bens Industriais,3
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2015,,,,,,Bens Industriais,4
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2016,,,,,,Bens Industriais,5
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2017,,,,,,Bens Industriais,6
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2018,,,,,,Bens Industriais,7
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2019,,1.0593532867466526,6.09943945149634,0.12301261419822745,,Bens Industriais,8
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2020,,2.160786740520124,2.344989971433781,0.11370501618560698,,Bens Industriais,9
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2021,,1.2452901419685087,2.299050814621749,0.1199198609274006,,Bens Industriais,10
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2022,,1.1432622328894395,2.954715799508964,0.1200949054021924,,Bens Industriais,11
SER EDUCACIONAL S.A.,04.986.320/0001-13,2012,,0.8597949634858529,0.9632242569798859,0.3171999929399721,,Consumo Cíclico,1
SER EDUCACIONAL S.A.,04.986.320/0001-13,2013,,4.396378269617706,0.779852713762224,0.3438056226341566,,Consumo Cíclico,2
SER EDUCACIONAL S.A.,04.986.320/0001-13,2014,,1.8271193162462693,0.9933918666181549,0.3602097389326121,,Consumo Cíclico,3
SER EDUCACIONAL S.A.,04.986.320/0001-13,2015,,1.8372321487926844,1.4412406749309659,0.26875279952874803,,Consumo Cíclico,4
SER EDUCACIONAL S.A.,04.986.320/0001-13,2016,,1.9235689553154653,1.1239099326599327,0.3174678775169276,,Consumo Cíclico,5
SER EDUCACIONAL S.A.,04.986.320/0001-13,2017,,4.286980795224722,0.6626164320898441,0.26069890443543314,,Consumo Cíclico,6
SER EDUCACIONAL S.A.,04.986.320/0001-13,2018,,2.808095466097013,0.6521516201838369,0.24715759224260705,,Consumo Cíclico,7
SER EDUCACIONAL S.A.,04.986.320/0001-13,2019,,1.5858345286746596,0.9558115932282145,0.3065676269175367,,Consumo Cíclico,8
SER EDUCACIONAL S.A.,04.986.320/0001-13,2020,,2.4064779074317832,1.1672016639478664,0.3909311990838593,,Consumo Cíclico,9
SER EDUCACIONAL S.A.,04.986.320/0001-13,2021,,1.3825847245248102,1.1137568289297146,0.257458301299314,,Consumo Cíclico,10
SER EDUCACIONAL S.A.,04.986.320/0001-13,2022,,1.3629123530721967,1.7410036597063023,0.11339564754945736,,Consumo Cíclico,11
SLC AGRICOLA S.A.,89.096.457/0001-55,2012,,1.3431205338791075,0.8637562229606872,0.21737521486167957,,Consumo não Cíclico,1
SLC AGRICOLA S.A.,89.096.457/0001-55,2013,,1.2157807761849089,0.993942008748664,0.2251303405782382,,Consumo não Cíclico,2
SLC AGRICOLA S.A.,89.096.457/0001-55,2014,,1.201115771324945,0.8799076308980163,0.1939179882268581,,Consumo não Cíclico,3
SLC AGRICOLA S.A.,89.096.457/0001-55,2015,,1.245357757856256,1.2195022035620666,0.2226982466318608,,Consumo não Cíclico,4
SLC AGRICOLA S.A.,89.096.457/0001-55,2016,,1.2686022881064591,1.0744056608008108,0.12927854022145646,,Consumo não Cíclico,5
SLC AGRICOLA S.A.,89.096.457/0001-55,2017,,1.3538056059563286,0.9592982822364274,0.30855384992393803,,Consumo não Cíclico,6
SLC AGRICOLA S.A.,89.096.457/0001-55,2018,,1.366013275907038,1.0594081122732493,0.2723558404061955,,Consumo não Cíclico,7
SLC AGRICOLA S.A.,89.096.457/0001-55,2019,,1.5124628038996635,1.3314837283345748,0.21854560331717893,,Consumo não Cíclico,8
SLC AGRICOLA S.A.,89.096.457/0001-55,2020,,1.7976917517758142,1.7259704518291952,0.23253218819849109,,Consumo não Cíclico,9
SLC AGRICOLA S.A.,89.096.457/0001-55,2021,,1.3333592555284735,2.4073315791313523,0.32560355033047567,,Consumo não Cíclico,10
SLC AGRICOLA S.A.,89.096.457/0001-55,2022,,1.5322784327481813,2.036576225300382,0.27979021263416726,,Consumo não Cíclico,11
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2012,,,,,,Consumo Cíclico,1
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2013,,,,,,Consumo Cíclico,2
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2014,,,,,,Consumo Cíclico,3
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2015,,,,,,Consumo Cíclico,4
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2016,-0.29216299870783174,1.5712534346105869,1.6037320015068768,0.2689130936562299,-0.009225947415905213,Consumo Cíclico,5
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2017,-0.13333129311565745,1.5422061159486746,3.722343733690019,0.2389938878404642,-0.004441048331129223,Consumo Cíclico,6
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2018,3.916261972950983,0.9991989936589791,2.190069671105306,0.5942986104705642,0.10389614925633786,Consumo Cíclico,7
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2019,-3.480168990355864,1.3134566790559092,2.269758420358367,0.3195937189854366,-0.10096293196982944,Consumo Cíclico,8
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2020,-4.989694990541977,1.2087946435157184,2.439926911889618,0.24711998624471043,-0.16363045702869086,Consumo Cíclico,9
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2021,-5.097635211746698,2.9182591303349805,1.63122684167131,0.25284808105687023,-0.147039441515994,Consumo Cíclico,10
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2022,-0.4957098981545462,2.010514699365596,1.8634079629477807,0.3984629601445245,-0.015044004732206715,Consumo Cíclico,11
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2012,-38.00907482645251,1.7393149884915318,1.0270284255129019,0.12343745264895488,-0.5089044601726177,Consumo Cíclico,1
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2013,-6.564264064279623,1.4812993254420426,1.1207260997097996,0.07591571142651427,-0.11545425288060933,Consumo Cíclico,2
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2014,-2.3299601413106217,1.8993385676365906,1.27356505193084,0.09067351320964685,-0.04127976490177529,Consumo Cíclico,3
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2015,1.2213105353924183,1.7082788681268044,1.408167804791245,0.10278528248705943,0.022128651394104058,Consumo Cíclico,4
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2016,-0.31413420629714983,1.6661470012283373,1.558535479527225,0.10669454166127641,-0.005634541221631805,Consumo Cíclico,5
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2017,0.8622442754301053,1.762470162449976,1.3674653568877788,0.11579823486204317,0.01755501162946456,Consumo Cíclico,6
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2018,4.59210721282866,1.2984374672507388,1.4331636280208477,0.24653696974913866,0.08837167303241382,Consumo Cíclico,7
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2019,1.7866827969846308,1.3252761829751072,1.376174253187233,0.11991350542735166,0.035834248965114036,Consumo Cíclico,8
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2020,-10.381418638615422,1.2457279571905377,1.8621168656872995,0.09326816404888609,-0.25665693427154584,Consumo Cíclico,9
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2021,-4.965936307734394,0.9580766897079923,2.2270392683663136,0.1237468203772484,-0.10912362028709113,Consumo Cíclico,10
